,AUC_diff,AUC_data,AUC_with_gaussian_kernel_data,amp_diff_start_end,duration,f0_mean,f0_median,first_max_to_second_max_freq,find_first_maximum,find_freq_for_minimum_amp,find_second_maximum,find_third_maximum,calculate_fundamental_frequency,lpc_diff,lpc_max_neg_run,lpc_max_pos_run,lpc_mean,lpc_neg_to_pos_ratio,lpc_stdev,max_to_min_freq,mean_amplitude,mean_difference,mffc_mean,mffc_median,mffc_stdev,count_prime_freqs,spectral_flatness_mean,spectral_flatness_median,stddev_difference,tempo,normalized_total_energy,what_part_is_lower_than,where_max_amp,zero_crossing_rate,zero_crossing_rate_mean,word,gender
0,0.0008584351881302556,0.02749668010835516,0.02748934024478312,-0.001618504524230957,0.13745833333333332,,,1.0195121951219512,1520.4607456805095,1673.2343134283117,1491.361018490452,1433.1615641103367,758.3478770134376,0.9034131765365601,1.0,1.0,0.00013220522669143975,1.0,6.712490081787109,0.9086956521739131,0.05879053846001625,0.04051774740219116,-13.305931091308594,-11.095848083496094,106.64307403564453,0.135678391959799,0.002880432875826955,5.506435627466999e-06,0.025714542716741562,119.68085106382979,0.0063286395743489265,0.7722036980903304,0.7643225219763564,0.050706129807692304,0.050706129807692304,Word.NIE,Gender.MALE
1,-0.011003966120561127,0.047393496325324164,0.0486895382754315,-0.0006286874413490295,0.2421875,191.59104147692744,185.53491851227466,0.9148936170212765,177.54838709677418,445.93548387096774,194.06451612903226,185.80645161290323,167.84485507625587,0.3466736376285553,1.0,1.0,0.00019474327564239502,1.0,2.9136126041412354,0.3981481481481481,0.009671471081674099,0.0039893025532364845,-23.882614135742188,-6.119143009185791,149.2774200439453,0.1782178217821782,0.0006511703832075,1.5842455468373373e-05,0.003315374255180359,119.68085106382979,0.00015496020205318928,0.787010752688172,0.8276129032258065,0.030358355978260868,0.030358355978260868,Word.TAK,Gender.FEMALE
2,-0.004560578368680884,0.027572265527934178,0.026062106655012053,0.0034288614988327026,0.1960625,171.66139386119713,169.64348395823043,1.0076923076923077,668.1542875358623,1795.3458718520878,663.0538731271915,673.2547019445329,380.879808637505,0.5246515274047852,1.0,1.0,0.00020079741079825908,1.0,5.493577480316162,0.37215909090909094,0.05966486409306526,0.021168019622564316,-21.52814483642578,-12.619205474853516,103.48458862304688,0.14342629482071714,0.003508760826662183,4.752615950565087e-06,0.02294202148914337,119.68085106382979,0.006713150069117546,0.8970353841249602,0.45053660609924556,0.06291118421052631,0.06291118421052631,Word.NIE,Gender.FEMALE
3,-0.009150445641397126,0.04639543128629372,0.044914474945183205,0.001166321337223053,0.1548125,245.62579855920217,244.81070866093103,1.4999999999999998,736.374646750101,516.7541380702463,490.916431166734,729.9152200242229,257.32533729410767,-199912.59375,1.0,3.0,29.034912109375,0.4,2147175.75,1.425,0.06264816224575043,0.03884223848581314,-19.278127670288086,-8.608859062194824,111.6739501953125,0.07142857142857142,0.0008332885336130857,1.5517018709942931e-06,0.017399193719029427,119.68085106382979,0.005819384008646011,0.5463598438971875,0.41865159467097296,0.030078125,0.030078125,Word.RAND,Gender.FEMALE
4,0.0026610227560451005,0.029501439675398533,0.02903040885158208,0.34242913126945496,0.113,271.8982048514732,274.79531367221716,1.0327868852459017,557.5221238938054,1132.7433628318586,539.8230088495576,548.6725663716815,285.8420468619272,1.251563310623169,1.0,1.0,0.00018068935605697334,1.0,6.406877517700195,0.49218750000000006,0.11085410416126251,0.03950463980436325,-18.769420623779297,-9.93130874633789,90.67793273925781,0.1891891891891892,0.0009152298443950713,1.0885051779041532e-05,0.034060701727867126,0.0,0.021317340433597565,0.6720132743362832,0.6191002949852508,0.02490234375,0.02490234375,Word.TAK,Gender.MALE
5,0.0037657040745813393,0.01937487724562976,0.019161867443365874,-7.816404104232788e-05,0.0869375,230.41085969777959,231.07053937445463,2.0,1380.3019410496045,655.6434219985622,690.1509705248022,1391.8044572250178,255.0153717907757,0.5698370933532715,1.0,1.0,0.00021043207379989326,1.0,3.9107375144958496,2.1052631578947367,0.05308370664715767,0.02336747944355011,-19.393962860107422,-7.905817031860352,99.12945556640625,0.029411764705882353,0.002242098795250058,1.9492863430059515e-05,0.01189514622092247,0.0,0.004557443782687187,0.7193865324706447,0.43733525041936255,0.038628472222222224,0.038628472222222224,Word.TAK,Gender.MALE
6,0.00043368587791670424,0.012183953812760918,0.012144829506275028,0.0033835917711257935,0.04739583333333333,,,1.1785714285714288,696.2637362637363,63.2967032967033,590.7692307692307,675.1648351648352,5000.335100071767,1652.60302734375,1.0,3.0,-0.02981344237923622,0.5555555555555556,9210.109375,11.0,0.08357764780521393,0.016616113483905792,-5.224424362182617,-4.385189056396484,90.52620697021484,0.14893617021276595,0.001974363811314106,0.000766891345847398,0.01875709742307663,0.0,0.011376246809959412,0.6421978021978022,0.40263736263736266,0.01865234375,0.01865234375,Word.RAND,Gender.MALE
7,-0.004874666206232429,0.009178792581917502,0.009143692088411214,-0.0007194075733423233,0.05585416666666667,,,0.3243243243243243,214.84520701230883,1987.3181648638567,662.4393882879523,680.3431555389781,242.38124548890846,1.0953795909881592,1.0,1.0,0.00018129603995475918,1.0,5.8824567794799805,0.1081081081081081,0.009419970214366913,0.0046043251641094685,-21.42506217956543,-4.134849548339844,124.27310180664062,0.15254237288135594,0.004569486249238253,0.0016809087246656418,0.002681493293493986,140.625,0.00015771694597788155,0.876165609847072,0.6616933979858262,0.026204427083333332,0.026204427083333332,Word.TAK,Gender.FEMALE
8,0.003508997039427253,0.04147557908667493,0.03900710957678105,-0.6565210223197937,0.25885416666666666,104.24198979434334,102.63380643201336,0.6207951070336392,784.2253521126761,231.79074446680082,1263.2595573440644,776.4989939637827,177.95759784454356,2.3454713821411133,1.0,1.0,0.00020964231225661933,1.0,10.619505882263184,3.3833333333333333,0.12607084214687347,0.05686807632446289,-5.5332489013671875,-5.130777359008789,94.0572509765625,0.11764705882352941,0.0015515470877289772,9.641526048653759e-06,0.06048336625099182,312.5,0.03132683411240578,0.8559356136820926,0.3298189134808853,0.03453125,0.03453125,Word.TAK,Gender.MALE
9,-0.021958912066781064,0.14658136645043138,0.10837776665749932,-0.0005961451679468155,0.676125,179.95577109552443,211.89261887185907,0.9166666666666666,211.49935293030137,252.9118136439268,230.72656683305604,232.20558328711408,539.129592822062,1.2454001903533936,1.0,1.0,6.692005263175815e-05,1.0,5.751039981842041,0.8362573099415206,0.010277311317622662,0.011284498497843742,-25.348356246948242,0.2530885934829712,153.4244842529297,0.19298245614035087,0.0002414414193481207,4.381182588986121e-05,0.005713045597076416,181.4516129032258,0.0001774229749571532,0.7128551180131879,0.22733715412583966,0.01725006103515625,0.01725006103515625,Word.NIE,Gender.FEMALE
